No. moves  % accept.        E_tot           E_sr
     3472    49.4698        -6988.263       -6988.263
     3474    49.4703        -6996.681       -6996.681
     3476    49.4704        -6982.530       -6982.530
     3478    49.4702        -6986.065       -6986.065
     3480    49.4698        -6985.643       -6985.643
     3482    49.4705        -6987.090       -6987.090
     3484    49.4706        -6973.604       -6973.604
     3486    49.4712        -6998.511       -6998.511
     3488    49.4711        -7026.727       -7026.727
     3490    49.4709        -7000.246       -7000.246
     3492    49.4712        -6985.708       -6985.708
     3494    49.4718        -6974.302       -6974.302
     3496    49.4723        -6986.883       -6986.883
     3498    49.4721        -6990.413       -6990.413
     3500    49.4720        -6985.667       -6985.667
     3502    49.4726        -6984.901       -6984.901
     3504    49.4728        -6982.104       -6982.104
     3506    49.4731        -7008.168       -7008.168
     3508    49.4738        -7042.110       -7042.110
     3510    49.4742        -7017.303       -7017.303
     3512    49.4743        -7007.687       -7007.687
     3514    49.4750        -6986.105       -6986.105
     3516    49.4752        -6972.948       -6972.948
     3518    49.4754        -6974.621       -6974.621
     3520    49.4761        -6988.541       -6988.541
     3522    49.4765        -6978.821       -6978.821
     3524    49.4764        -6948.559       -6948.559
     3526    49.4766        -6964.178       -6964.178
     3528    49.4768        -6963.754       -6963.754
     3530    49.4769        -6959.859       -6959.859
     3532    49.4770        -6986.855       -6986.855
     3534    49.4766        -6994.977       -6994.977
     3536    49.4770        -6982.093       -6982.093
     3538    49.4767        -7004.529       -7004.529
     3540    49.4764        -6994.543       -6994.543
     3542    49.4767        -7033.857       -7033.857
     3544    49.4766        -7016.408       -7016.408
     3546    49.4767        -7029.185       -7029.185
     3548    49.4768        -7020.840       -7020.840
     3550    49.4770        -7008.863       -7008.863
     3552    49.4768        -7019.434       -7019.434
     3554    49.4768        -7019.012       -7019.012
     3556    49.4764        -7023.251       -7023.251
     3558    49.4770        -7043.226       -7043.226
     3560    49.4771        -7048.282       -7048.282
     3562    49.4774        -7007.617       -7007.617
     3564    49.4775        -7017.904       -7017.904
     3566    49.4779        -7017.119       -7017.119
     3568    49.4784        -7006.057       -7006.057
     3570    49.4786        -7005.389       -7005.389
     3572    49.4789        -7012.527       -7012.527
     3574    49.4793        -6972.282       -6972.282
     3576    49.4795        -6961.356       -6961.356
     3578    49.4803        -6982.098       -6982.098
     3580    49.4803        -6969.146       -6969.146
     3582    49.4805        -6964.048       -6964.048
     3584    49.4812        -6987.727       -6987.727
     3586    49.4813        -6988.959       -6988.959
     3588    49.4812        -6993.515       -6993.515
     3590    49.4812        -6990.764       -6990.764
     3592    49.4815        -6996.665       -6996.665
     3594    49.4818        -6986.658       -6986.658
     3596    49.4820        -6986.027       -6986.027
     3598    49.4821        -6979.000       -6979.000
     3600    49.4827        -6976.337       -6976.337
     3602    49.4831        -6979.972       -6979.972
     3604    49.4833        -6993.802       -6993.802
     3606    49.4834        -7005.538       -7005.538
     3608    49.4835        -6967.405       -6967.405
     3610    49.4836        -6967.811       -6967.811
     3612    49.4839        -6968.743       -6968.743
     3614    49.4843        -6990.248       -6990.248
     3616    49.4849        -6995.002       -6995.002
     3618    49.4850        -7002.356       -7002.356
     3620    49.4852        -7032.776       -7032.776
     3622    49.4852        -7008.262       -7008.262
     3624    49.4854        -7000.673       -7000.673
     3626    49.4855        -7024.378       -7024.378
     3628    49.4859        -7014.767       -7014.767
     3630    49.4859        -7016.922       -7016.922
     3632    49.4864        -7010.094       -7010.094
     3634    49.4858        -7013.777       -7013.777
     3636    49.4860        -7016.763       -7016.763
     3638    49.4864        -6971.238       -6971.238
     3640    49.4862        -6951.929       -6951.929
     3642    49.4865        -6961.883       -6961.883
     3644    49.4867        -6999.811       -6999.811
     3646    49.4869        -7001.127       -7001.127
     3648    49.4872        -6994.143       -6994.143
     3650    49.4876        -6997.660       -6997.660
     3652    49.4875        -7044.677       -7044.677
     3654    49.4875        -7016.691       -7016.691
     3656    49.4876        -6986.914       -6986.914
     3658    49.4879        -6991.367       -6991.367
     3660    49.4879        -6995.271       -6995.271
     3662    49.4878        -7030.424       -7030.424
     3664    49.4879        -7028.077       -7028.077
     3666    49.4880        -6998.938       -6998.938
     3668    49.4883        -7039.112       -7039.112
     3670    49.4879        -7044.774       -7044.774
     3672    49.4882        -7036.892       -7036.892
     3674    49.4881        -7025.883       -7025.883
     3676    49.4883        -7016.379       -7016.379
     3678    49.4892        -7014.862       -7014.862
     3680    49.4891        -7016.664       -7016.664
     3682    49.4892        -7011.345       -7011.345
     3684    49.4894        -6999.431       -6999.431
     3686    49.4903        -6992.001       -6992.001
     3688    49.4903        -7008.049       -7008.049
     3690    49.4902        -6987.634       -6987.634
     3692    49.4904        -7000.691       -7000.691
     3694    49.4904        -6997.411       -6997.411
     3696    49.4904        -7021.648       -7021.648
     3698    49.4905        -7016.934       -7016.934
     3700    49.4907        -7027.728       -7027.728
     3702    49.4907        -7036.624       -7036.624
     3704    49.4904        -7014.687       -7014.687
     3706    49.4901        -7029.951       -7029.951
     3708    49.4907        -7015.920       -7015.920
     3710    49.4911        -7008.520       -7008.520
     3712    49.4909        -7012.236       -7012.236
     3714    49.4912        -7015.338       -7015.338
     3716    49.4914        -7002.971       -7002.971
     3718    49.4917        -7005.443       -7005.443
     3720    49.4920        -6992.863       -6992.863
     3722    49.4929        -6978.380       -6978.380
     3724    49.4929        -7008.720       -7008.720
     3726    49.4929        -6995.058       -6995.058
     3728    49.4927        -6952.763       -6952.763
     3730    49.4926        -6979.800       -6979.800
     3732    49.4929        -6961.410       -6961.410
     3734    49.4934        -6942.343       -6942.343
     3736    49.4936        -6956.354       -6956.354
     3738    49.4940        -6981.285       -6981.285
     3740    49.4941        -6987.151       -6987.151
     3742    49.4943        -7000.709       -7000.709
     3744    49.4942        -7001.686       -7001.686
     3746    49.4943        -6998.455       -6998.455
     3748    49.4942        -6986.651       -6986.651
     3750    49.4945        -7002.298       -7002.298
     3752    49.4944        -7011.405       -7011.405
     3754    49.4947        -7002.087       -7002.087
     3756    49.4954        -6993.267       -6993.267
     3758    49.4956        -7004.724       -7004.724
     3760    49.4961        -6996.001       -6996.001
     3762    49.4965        -7028.386       -7028.386
     3764    49.4969        -7049.724       -7049.724
     3766    49.4970        -7008.739       -7008.739
     3768    49.4970        -7027.802       -7027.802
     3770    49.4972        -7057.519       -7057.519
     3772    49.4968        -7060.294       -7060.294
     3774    49.4971        -7085.897       -7085.897
     3776    49.4968        -7102.225       -7102.225
     3778    49.4964        -7074.816       -7074.816
     3780    49.4966        -7073.655       -7073.655
     3782    49.4963        -7056.040       -7056.040
     3784    49.4963        -7036.166       -7036.166
     3786    49.4968        -7038.735       -7038.735
     3788    49.4970        -7032.933       -7032.933
     3790    49.4970        -7020.738       -7020.738
     3792    49.4974        -7040.178       -7040.178
     3794    49.4976        -7015.038       -7015.038
     3796    49.4974        -7051.390       -7051.390
     3798    49.4973        -7057.290       -7057.290
     3800    49.4978        -7064.117       -7064.117
     3802    49.4979        -7041.373       -7041.373
     3804    49.4976        -7043.845       -7043.845
     3806    49.4976        -7042.860       -7042.860
     3808    49.4978        -7049.105       -7049.105
